2708	10
2711	45
3258	14
3311	12
3641	7
3747	22
3750	30
3752	5
4054	122
4146	14
4202	14
4222	68
4232	14
4442	101
13427	46
13451	53
13750	9
29719	17
32247	28
34256	20
34317	18
36596	204
36777	20
37656	9
38860	10
38868	35
39338	13
41492	19
41496	17
41522	21
43166	16
49827	50
50225	67
51240	147
55670	5
69266	8
69717	1
70073	2
72402	17
74635	23
78511	11
82423	17
85571	49
94328	49
97441	15
106677	10
119949	94
121718	4
127986	16
137220	51
137221	187
145754	35
155109	2
155124	25
159033	14
171929	19
172266	25
180763	90
183260	14
185542	25
193516	60
211815	4
214053	15
261776	4
271192	8
392747	3
661339	15
714495	11
925377	2
984867	2
