2708	4
2709	1
2711	5
3240	3
3258	2
3271	1
3285	1
3300	4
3301	5
3302	3
3304	3
3305	1
3307	1
3311	17
3322	4
3329	1
3333	2
3335	3
3341	4
3348	4
3349	2
3350	2
3355	3
3366	1
3377	3
3381	5
3382	9
3383	2
3388	1
3389	10
3396	12
3397	6
3406	4
3419	1
3429	1
3431	3
3442	3
3447	1
3469	4
3483	10
3485	3
3486	2
3489	1
3492	1
3494	1
3496	3
3498	38
3505	1
3512	1
3516	1
3517	1
3518	1
3523	1
3527	33
3528	14
3538	1
3541	2
3552	1
3559	7
3562	1
3589	1
3617	3
3619	2
3625	2
3627	2
3631	12
3649	4
3654	3
3656	5
3661	4
3662	9
3663	8
3668	2
3670	9
3673	3
3674	8
3677	35
3679	3
3685	1
3702	2
3704	1
3707	11
3710	1
3711	56
3712	2
3713	3
3716	1
3719	7
3721	1
3724	5
3726	3
3728	3
3732	2
3735	6
3741	1
3755	2
3760	20
3765	35
3767	10
3806	13
3809	3
3813	9
3818	3
3824	6
3827	3
3830	1
3834	1
3835	1
3843	2
3845	7
3847	13
3848	1
3855	1
3864	2
3866	1
3871	1
3872	1
3873	1
3874	1
3878	3
3879	12
3880	2
3884	1
3885	7
3886	2
3888	3
3893	93
3897	12
3899	5
3900	2
3902	1
3905	12
3906	1
3908	1
3909	1
3910	2
3914	10
3915	22
3916	20
3917	2
3918	4
3920	2
3930	2
3942	2
3956	29
3981	9
3983	3
3985	6
3986	4
3988	8
3993	2
3996	2
4006	9
4020	2
4026	1
4031	1
4032	2
4039	10
4041	3
4043	1
4045	1
4047	3
4049	5
4054	82
4058	9
4060	6
4066	1
4072	19
4073	1
4075	20
4076	18
4079	27
4081	14
4097	16
4103	1
4111	30
4112	22
4113	10
4114	3
4120	6
4121	18
4123	1
4138	13
4146	11
4151	1
4153	1
4182	7
4189	1
4202	2
4203	1
4212	1
4214	1
4217	55
4220	20
4222	39
4232	1
4233	1
4300	6
4307	10
4337	1
4341	1
4347	1
4355	2
4357	2
4359	2
4373	1
4392	21
4396	1
4397	1
4412	1
4414	25
4426	1
4432	22
4442	6
4451	4
4456	6
4460	11
4465	23
4472	4
4477	1
4483	1
4486	1
4498	13
4499	1
4502	1
4505	11
4509	20
4513	10
4515	2
4516	6
4517	1
4519	1
4522	2
4528	2
4529	2
4530	23
4532	2
4533	2
4534	2
4535	2
4537	2
4538	2
4543	4
4545	5
4547	2
4555	7
4556	1
4565	11
4567	5
4568	1
4570	2
4571	4
4572	3
4573	4
4577	16
4582	1
4586	11
4593	3
4606	2
4608	2
4628	1
4636	1
4641	2
4666	1
4683	17
4686	3
4714	1
4718	5
4744	4
12948	1
13044	1
13055	8
13129	3
13216	2
13258	2
13288	5
13327	8
13329	6
13331	37
13345	22
13359	1
13365	1
13393	1
13413	1
13419	5
13427	3
13429	12
13443	4
13447	3
13449	1
13465	3
13483	1
13485	5
13508	1
13533	1
13547	1
13579	14
13601	17
13612	1
13622	1
13674	6
13696	1
13708	1
13731	6
13754	1
13818	1
13824	14
13894	4
14027	2
15000	9
15368	1
15371	2
15565	7
15957	4
16364	1
16680	1
16752	18
16897	1
16906	52
16915	12
16922	4
16924	3
19953	1
20401	3
20402	1
20403	1
20404	1
20405	1
20407	1
20408	1
20409	1
20410	1
20411	1
20414	1
20415	2
20417	1
20418	2
20420	1
20421	1
20423	1
20424	1
20425	1
20426	1
20484	5
20511	1
20805	1
20997	1
21015	1
21017	1
21018	1
21020	1
22663	6
22694	2
22903	1
23081	1
23090	1
23110	5
23211	1
23225	1
23241	1
23262	1
23265	1
25629	2
28470	1
28475	4
28478	1
28490	1
28494	2
28498	1
28501	1
28504	2
28508	1
28511	9
28517	1
28518	1
28520	1
28525	1
28528	4
28542	1
28545	42
28930	1
28955	1
28974	3
28978	1
28982	4
29588	3
29596	1
29606	5
29651	1
29655	16
29656	2
29659	1
29661	2
29663	1
29664	1
29667	2
29668	1
29674	4
29679	6
29683	2
29689	2
29690	2
29694	1
29695	1
29719	39
29727	1
29746	3
29747	1
29760	2
29763	1
29765	1
29768	1
29771	5
29773	1
29774	1
29780	9
29808	3
29813	5
29818	15
32101	1
32189	4
32201	1
32211	1
32212	1
32214	1
32218	1
32224	11
32239	5
32247	4
33109	1
33113	10
33118	8
33120	12
33124	1
33125	2
33127	1
33128	4
33129	1
33151	1
33152	42
33153	4
34182	5
34190	9
34199	21
34205	6
34220	2
34221	1
34222	2
34224	1
34225	2
34226	1
34227	4
34228	2
34229	1
34230	1
34231	1
34232	1
34233	1
34235	2
34236	2
34238	1
34239	2
34240	1
34241	2
34242	1
34243	5
34244	1
34245	4
34254	9
34256	73
34270	5
34294	6
34296	5
34297	6
34298	1
34299	1
34301	1
34305	2
34317	1
34342	1
34343	2
34344	5
35608	77
35625	21
35628	1
35708	6
35716	2
35875	1
35882	1
35883	22
35884	1
35885	1
35896	1
35924	91
35925	5
35926	2
35933	2
35936	28
35938	1
35945	3
35946	1
35947	1
35948	1
35949	1
35951	1
35952	1
35953	1
35954	1
35955	1
35956	1
35958	1
35960	1
35962	1
35963	1
35964	1
35965	1
35967	1
35974	16
35982	2
36012	4
36013	2
36596	18
36602	2
36604	1
36610	1
36612	1
36622	1
36900	1
36901	1
37334	23
37499	7
37501	1
37565	3
37622	1
37645	8
37646	2
37647	4
37648	6
37649	8
37650	8
37672	1
37682	2
37685	1
37690	5
37721	1
37722	1
37723	6
37794	1
38195	1
38412	1
38596	1
38680	1
38691	2
38785	1
38844	1
38845	1
38849	1
38851	1
38853	2
38855	4
38856	1
38857	1
38858	1
38859	40
38860	41
38864	1
38865	1
38868	5
38869	2
38872	2
38873	2
38874	1
38903	5
38904	1
38905	1
38906	1
38907	1
38908	1
38909	1
38910	1
38911	1
38912	1
38913	1
38915	1
38916	1
38917	1
38918	1
38919	1
38920	1
38921	1
38922	1
38924	1
38925	1
38927	1
38942	1
39271	2
39279	1
39296	1
39347	1
39350	2
39352	5
39353	1
39358	20
39367	1
39379	3
39380	1
39385	2
39387	6
39414	21
39468	1
39474	2
39499	1
39501	4
39505	1
39506	1
39507	1
39508	1
39510	1
39511	1
39512	1
39513	1
39514	1
39516	1
39518	1
39519	1
39520	1
39522	1
39524	1
39526	3
39527	1
39529	31
39530	1
39531	1
39532	1
39534	1
39535	1
39537	1
39539	1
39541	1
39542	1
39545	1
39547	1
39549	1
39551	1
39552	1
39553	1
39554	1
39555	1
39615	1
39790	4
39860	19
39862	1
39877	1
39879	1
39880	1
39891	1
39946	2
39947	2
40015	1
40148	2
40149	2
40321	5
40592	2
40686	1
40698	7
40722	6
40727	2
40729	1
