AB011612	49648
AB011613	49648
AB011614	49648
AB011615	49648
AB011616	49648
AB011617	49648
AB011618	49648
AB011619	49648
AB011620	49648
AB011621	49648
AB011622	49648
AB011623	49648
AB011624	49648
AB011625	49648
AB011626	49650
AB011627	279738
AB011628	49651
AB013856	55605
AB013857	57122
AB013873	76001
AB019948	33113
AB019949	84168
AB019950	84169
AB019951	84170
AB019952	84171
AB019953	84172
AB019954	84173
AB019955	84174
AB019956	84175
AB019957	84176
AB019958	84177
AB019959	84178
AB019960	84179
AB019961	84180
AB019962	84181
AB019963	84182
AB019964	84183
AB019965	84184
AB019966	84185
AB019967	84186
AB019968	84187
AB019969	84188
AB019970	84189
AB019971	84190
AB019972	84191
AB019973	84192
AB019974	84193
AB019975	84194
AB019976	84195
AB019977	84196
AB019978	84197
AB019979	84198
AB019980	84199
AB019981	84200
AB019982	33124
AB019983	84201
AB019984	84202
AB019985	84203
AB019986	84204
AB020343	85361
AB020345	85361
AB020347	85361
AB020350	85361
AB020352	85438
AB020354	85438
AB020356	85438
AB020358	85438
AB020360	85361
AB020362	85362
AB020364	85362
AB020366	85362
AB020368	85362
AB020370	85363
AB020372	85363
AB020374	85363
AB033891	3486
AB033898	3485
AB035208	65041
AB035209	65041
AB035991	113517
AB035994	112786
AB035995	112786
AB035996	112787
AB035997	92907
AB035998	112788
AB035999	112789
AB036000	112790
AB036001	112790
AB036002	112790
AB036003	112790
AB036004	112791
AB036005	112792
AB036006	112793
AB036007	112793
AB036008	112793
AB036009	112793
AB036010	113517
AB036011	113517
AB036012	113517
AB036013	113517
AB036014	2762161
AB059746	3918
AB059747	157680
AB059839	157739
AB059840	157741
AB059841	157743
AB059842	157745
AB059843	157746
AB059844	157747
AB059845	157748
AB059846	157749
AB059847	157744
AB059848	3916
AB059849	157750
AB059850	157751
AB059851	157752
AB059852	87086
AB059853	157753
AB059854	87088
AB059855	87084
AB059856	87079
AB060082	87088
AB060083	87077
AB060084	157747
AB060085	157811
AB060086	157812
AB060087	3918
AB060088	157680
AB060089	157739
AB060090	157741
AB060091	157743
AB060093	157745
AB060094	157746
AB060095	157747
AB060096	157748
AB060097	157749
AB060098	157744
AB060099	157750
AB060100	157751
AB060101	157752
AB060102	87086
AB060103	157753
AB060104	87088
AB060105	87084
AB060106	87079
AB060138	87088
AB060139	87077
AB060140	157747
AB060141	157811
AB060142	157812
AB076199	115875
AB076202	171013
AB076206	179184
AB076229	115879
AB076237	3304
AB076240	182486
AB076242	34343
AB090283	34199
AB090285	34199
AB090287	34199
AB090289	34199
AB090291	34199
AB090293	34199
AB107200	154495
AB107202	154504
AB107204	154504
AB107206	153962
AB107208	3888
AB115778	74781
AB118134	243817
AB118136	4217
AB118138	143210
AB185886	287754
AB185888	287755
AB185890	3910
AB190821	293751
AB190823	293751
AB190825	293751
AB190827	293751
AB190829	293751
AB190831	293751
AB190833	293751
AB190835	293751
AB190837	293751
AB190839	293751
AB190841	293751
AB190843	293751
AB190845	293751
AB190847	293751
AB190849	293751
AB190851	293751
AB190853	293752
AB190855	293752
AB190857	293753
AB190859	293754
AB190861	293755
AB195562	272862
AB195563	272856
AB195564	100514
AB195565	100514
AB195566	100514
AB195567	100514
AB195568	100514
AB195569	100514
AB195570	100514
AB195571	100514
AB195572	100514
AB195573	100514
AB195574	100514
AB195575	100514
AB195576	100514
AB195577	100514
AB195578	100514
AB195579	302266
AB195716	4686
AB196738	272855
AB196739	272862
AB196740	272862
AB196741	272862
AB196742	272862
AB196743	272862
AB196744	272862
AB196745	272862
AB196746	272862
AB196747	272862
AB196748	272862
AB196749	272862
AB196750	272862
AB196751	272862
AB196752	272862
AB196753	272862
AB196754	272862
AB196755	272862
AB196756	272862
AB196757	272862
AB196758	272862
AB196759	272862
AB196760	272862
AB196761	272862
AB196762	272862
AB196763	272862
AB196764	272862
AB196765	272862
AB196766	272862
AB196767	272862
AB244985	272865
AB245517	59054
AB245518	272861
AB245519	253809
AB246319	272863
AB246923	366664
AB246924	366664
AB246925	366664
AB246926	366664
AB246927	366664
AB246928	366664
AB246929	366664
AB246930	366664
AB246931	366664
AB246932	366664
AB246933	366664
AB246934	366664
AB246935	366664
AB246936	366664
AB246937	366664
AB246938	366664
AB246939	366664
AB246940	366664
AB246941	366664
AB246942	366664
AB246943	366664
AB246944	366664
AB246945	366664
AB246946	366664
AB246947	366664
AB246948	366664
AB246949	366664
AB246950	366664
AB246951	366664
AB246952	366664
AB246953	366664
AB246954	366664
AB246955	366664
AB246956	366664
AB246957	366664
AB246958	366664
AB246959	366664
AB246960	366664
AB246961	366664
AB246962	366664
AB246963	366664
AB246964	366664
AB246965	366665
AB246966	366665
AB246967	366665
AB246968	366665
AB246969	366668
AB246970	366668
AB246971	366668
AB246972	366668
AB246973	366668
AB246974	366668
AB246975	366668
AB246976	366668
AB246977	366667
AB246978	366667
AB246979	366667
AB246980	366667
AB246981	366669
AB246982	366669
AB246983	366669
AB246984	366669
AB246985	366672
AB246986	366672
AB246987	366672
AB246988	366672
AB246989	366672
AB246990	366672
AB246991	366672
AB246992	366672
AB246993	366673
AB246994	366673
AB246995	366673
AB246996	366673
AB246997	366673
AB246998	366673
AB246999	366673
AB247000	366673
AB247001	366671
AB247002	366671
AB247003	366671
AB247004	366671
AB247005	366671
AB247006	366671
AB247007	366671
AB247008	366671
AB247009	366671
AB247010	366671
AB247011	366671
AB247012	366671
AB247013	366671
AB247014	366671
AB247015	366670
AB247016	366670
AB247017	366670
AB247018	366670
AB247019	366670
AB247020	366670
AB247021	366670
AB247022	366670
AB247023	366666
AB247024	366666
AB247025	366666
AB247026	366666
AB247027	366666
AB247028	366666
AB247029	366666
AB247030	366666
AB247031	366666
AB247032	366666
AB247033	367784
AB247034	367784
AB247035	367784
AB247036	367784
AB247037	367785
AB247038	367785
AB247039	367785
AB247040	367785
AB247041	367785
AB247042	367785
AB247043	367785
AB247044	367785
AB247045	336662
AB247046	336662
AB247047	76081
AB247048	76081
AB247049	76089
AB247050	76089
AB250631	372898
AB254667	378329
AB281143	62335
AB281157	128810
AB281159	128810
AB355487	463612
AB359727	344876
AB359728	344871
AB359729	146993
AB359730	159693
AB359731	413244
AB359732	466062
AB359733	466063
AB359734	466064
AB359735	146995
AB359736	146995
AB359737	466065
AB359738	466066
AB359739	344872
AB359740	413245
AB359741	413653
AB359742	223868
AB359743	146996
AB359744	333948
AB359745	146997
AB359746	466068
AB359747	146998
AB359748	413247
AB359749	147000
AB359750	413248
AB359751	466069
AB359752	466070
AB359753	147002
AB359754	413246
AB359755	344874
AB359756	463591
AB359757	413250
AB359758	147003
AB359759	205360
AB359760	99024
AB359761	466054
AB359762	466055
AB359763	463584
AB359764	463585
AB359765	159697
AB359766	466056
AB359767	463586
AB359768	463588
AB359769	344873
AB359770	344877
AB359771	344982
AB359772	466057
AB359773	99030
AB359774	466058
AB359775	466061
AB359776	466061
AB359777	466073
AB359778	457748
AB359779	466075
AB359780	466083
AB359781	217474
AB359782	333953
AB359783	466059
AB359784	223870
AB359785	466060
AB359786	205376
AB359787	99046
AB359788	217469
AB359789	466072
AB359790	99070
AB359791	99084
AB359792	99072
