taxid	count	resolved_rank	kingdom	phylum	class	order	family	genus	species
167252	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus bullatus
167253	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus burundianus
167254	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus candidus
167255	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus compressus
167257	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus confusus
167258	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus cooperi
167259	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus cyanandrus
167260	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus davyi
167261	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus decipiens
167262	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus dolichanthus
167263	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus elongatus
167264	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus erubescens
167265	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus exsertus
167266	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus eylesii
167267	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus eylesii
167268	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus fasciatus
167269	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus galpinii
167270	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus glandulosissimus
167271	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus goetzei
167272	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus grandis
167273	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus haygarthii
167274	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus hildebrandtii
167275	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus hilsenbergii
167276	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus hirticapsa
167277	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus hirtinervis
167278	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus ibityensis
167279	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus itremensis
167280	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus kentaniensis
167281	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus kimbozanus
167282	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus kirkii
167283	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus kungwensis
167284	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus macropodus
167285	19	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus meyeri
167286	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus milanjianus
167287	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus modestus
167288	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus molweniensis
167289	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus montigena
167290	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus nimbicola
167291	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus nobilis
167292	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus pallidiflorus
167293	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus papangae
167294	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus pentherianus
167295	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus perrieri
167296	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus pole-evansii
167297	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus polyanthus
167298	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus polyanthus
167299	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus prolixus
167300	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus pumilus
167301	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus pusillus
167302	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus schliebenii
167303	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus silvaticus
167304	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus solenanthus
167305	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus stomandrus
167306	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus tanala
167307	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus thompsonii
167308	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus thysanotus
167309	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus trabeculatus
167310	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus wendlandii
167311	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus wittei
167312	6	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus formosus
167313	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus sp. 8656/c
167314	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus cf. ionantha 19710860
167315	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus sp. 19931445
167316	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Gesneriaceae	Streptocarpus	Streptocarpus sp. 19972895
167333	19	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Chloris	Chloris barbata
167335	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Eragrostis	Eragrostis tenuifolia
167337	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Chrysopogon	Chrysopogon zizanioides
167339	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Eulalia	Eulalia aurea (in: monocots)
167341	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Pogonatherum	Pogonatherum paniceum
167342	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Hyparrhenia	Hyparrhenia rufa
167343	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Themeda	Themeda quadrivalvis
167376	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus sp. 1289
167377	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis sp. 693
167378	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanea	Castanea pumila
167379	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanea	Castanea seguinii
167380	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis argyrophylla
167381	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis calathiformis
167382	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis carlesii
167383	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis ceratacantha
167384	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis delavayi
167385	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis echinocarpa
167386	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fargesii
167387	6	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fissa
167388	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis fleuryi
167389	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis hypophoenicea
167390	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis hystrix
167391	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis indica
167392	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis psilophylla
167393	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis rockii
167394	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanopsis	Castanopsis wattii
167397	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus bullatus
167398	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus coopertus
167399	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus corneus
167400	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus dealbatus
167401	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus echinophorus
167402	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus echinotholus
167403	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus ewyckii
167404	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus fenestratus
167405	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus ferrugineus
167406	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus grandifolius
167407	11	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus hancei
167408	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus hatusimae
167409	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus leptogyne
167410	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus nieuwenhuisii
167411	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus pachylepis
167412	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus pachyphyllus
167413	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus papillifer
167414	7	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus truncatus
167415	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Lithocarpus	Lithocarpus xylocarpus
167416	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus argentata
167417	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus austroglauca
167418	6	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus cocciferoides
167419	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus cornelius-mulleri
167420	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus dumosa
167421	6	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus engleriana
167422	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus falcata
167423	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus franchetii
167424	9	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus griffithii
167426	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus insignis
167427	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus laevis
167428	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus lamellosa
167429	8	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus longispica
167430	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus merrillii
167431	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus monimotricha
167432	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus montana
167433	24	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus oleoides
167434	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus pannosa
167435	7	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus pseudosemecarpifolia
167436	6	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus rehderiana
167437	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus sadleriana
167438	10	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus senescens
167439	12	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus spinosa
167440	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus valdinervosa
167441	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus yunnanensis
167471	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Crossosomatales	Stachyuraceae	Stachyurus	Stachyurus sigeyosii
167472	7	species	Viridiplantae	Streptophyta	Magnoliopsida	Crossosomatales	Stachyuraceae	Stachyurus	Stachyurus himalaicus
167473	6	species	Viridiplantae	Streptophyta	Magnoliopsida	Crossosomatales	Stachyuraceae	Stachyurus	Stachyurus chinensis
167482	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Liliales	Liliaceae	Fritillaria	Fritillaria liliacea
167561	6	varietas	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Larix	Larix gmelinii
167567	17	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Taccaceae	Tacca	Tacca integrifolia
167568	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Taccaceae	Tacca	Tacca palmata
167569	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Nartheciaceae	Aletris	Aletris farinosa
167572	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Pandanales	Stemonaceae	Stemona	Stemona tuberosa
167573	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Burmanniaceae	Burmannia	Burmannia coelestis
167574	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Burmanniaceae	Burmannia	Burmannia longifolia
167578	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Burmanniaceae	Burmannia	Burmannia lutescens
167580	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Trichopus	Trichopus sempervirens
167587	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea hispida
167590	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea membranacea
167592	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	Dioscorea pentaphylla
167609	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Apurimacia	Apurimacia boliviana
167617	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Centrosema	Centrosema virginianum
167618	6	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dioclea	Dioclea virgata
167623	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Rhodopis	Rhodopis planisiliqua
167626	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Strongylodon	Strongylodon macrobotrys
167627	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Thismiaceae	Thismia	Thismia aseroe
167661	6	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gliricidia	Gliricidia brenningii
167662	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gliricidia	Gliricidia maculata
167663	39	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gliricidia	Gliricidia sepium
167664	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gliricidia	Gliricidia ehrenbergii
167665	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lennea	Lennea modesta
167666	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Poitea	Poitea campanilla
167667	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Poitea	Poitea dubia
167668	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Poitea	Poitea florida
167670	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Poitea	Poitea glyciphylla
167671	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Poitea	Poitea gracilis
167672	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Poitea	Poitea immarginata
167673	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Poitea	Poitea multiflora
167674	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Poitea	Poitea paucifolia
167675	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Poitea	Poitea punicea
167678	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Pennellia	Pennellia tricornuta
167679	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Halimolobos	Halimolobos adpressus
167680	7	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Exhalimolobos	Exhalimolobos berlandieri
167681	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Exhalimolobos	Exhalimolobos hispidulus
167682	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Halimolobos	Halimolobos lasiolobus
167683	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Halimolobos	Halimolobos minutiflorus
167684	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Exhalimolobos	Exhalimolobos weddellii
167685	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Exhalimolobos	Exhalimolobos parryi
167686	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Crucihimalaya	Crucihimalaya virgata
167688	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Mancoa	Mancoa bracteata
167689	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Mancoa	Mancoa foliosa
167690	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Halimolobos	Halimolobos henricksonii
167691	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Halimolobos	Halimolobos pubens
167693	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Pennellia	Pennellia longifolia
167694	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Pennellia	Pennellia micrantha
167695	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Sphaerocardamum	Sphaerocardamum compressum
167696	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Sphaerocardamum	Sphaerocardamum divaricatum
167697	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Sphaerocardamum	Sphaerocardamum fruticulosum
167698	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Sphaerocardamum	Sphaerocardamum ramosum
167709	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes acuminata
167710	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes aurea
167711	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes biflora
167712	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes campestris
167713	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes cayennensis
167714	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes grandifolia
167715	4	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes guianensis
167716	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes hispida
167717	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes macrosoma
167718	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes tomentosa
167719	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes erecta
167720	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes linearifolia
167721	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes sericeiceps
167722	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes sundaica
167723	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Stylosanthes	Stylosanthes tuberculata
167724	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis hoehnei
167732	1	species	Viridiplantae	Streptophyta	Polypodiopsida	Salviniales	Salviniaceae	Salvinia	Salvinia molesta
167760	22	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Fagus	Fagus engleriana
167762	10	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Fagus	Fagus lucida
167763	12	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Fagus	Fagus grandifolia
167764	18	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Fagus	Fagus longipetiolata
167775	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum biglandulosum
167776	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum conspicuum
167777	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum confusum
167778	1	varietas	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum flexuosum
167779	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum hirsutum
167780	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum oblongum
167781	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum parvum
167782	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum tenuipedunculatum
167783	5	varietas	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum flexuosum
167784	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum villosum
