taxid	count	resolved_rank	kingdom	phylum	class	order	family	genus	species
89076	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Cistanthe	Cistanthe picta
89077	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Claytonia	Claytonia sibirica
89078	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Claytonia	Claytonia spathulata
89079	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Claytonia	Claytonia virginica
89082	1	varietas	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Lewisia	Lewisia columbiana
89083	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Lewisia	Lewisia congdonii
89084	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Lewisia	Lewisia cotyledon
89085	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Lewisia	Lewisia leeana
89087	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Montiopsis	Montiopsis andicola
89088	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Montiopsis	Montiopsis berteroana
89089	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Montiopsis	Montiopsis gilliesii
89090	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Montiopsis	Montiopsis ramosissima
89091	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Montiaceae	Montiopsis	Montiopsis trifida
89196	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	Arctostaphylos canescens
89197	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	Arctostaphylos glauca
89199	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	Arctostaphylos nissenana
89200	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	Arctostaphylos patula
89201	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	Arctostaphylos pringlei
89203	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	Arctostaphylos pungens
89205	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	Arctostaphylos stanfordiana
89206	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	Arctostaphylos viscida
89207	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	Arctostaphylos hookeri
89478	1	species	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Taxaceae	Austrotaxus	Austrotaxus spicata
89479	3	species	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Taxaceae	Amentotaxus	Amentotaxus yunnanensis
89482	3	species	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Taxaceae	Torreya	Torreya californica
89483	1	species	Viridiplantae	Streptophyta	Pinopsida	Cupressales	Taxaceae	Cephalotaxus	Cephalotaxus mannii
89527	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus glandulosus
89530	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus barbiger
89531	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus breweri
89532	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus glandulosus
89533	20	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus glandulosus
89534	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus glandulosus
89535	2	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus glandulosus
89536	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus hispidus
89538	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus insignis
89539	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus insignis
89540	2	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus glandulosus
89541	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus polygaloides
89542	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus glandulosus
89544	3	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Streptanthus	Streptanthus glandulosus
89630	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Anchusa	Anchusa officinalis
89634	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea alba
89636	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea aquatica
89646	161	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea imperati
89647	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea lacunosa
89662	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea setosa
89665	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea	Ipomoea umbraticola
89684	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Poa	Poa trivialis
90037	7	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	Taraxacum mongolicum
90162	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Astragalus	Astragalus boeticus
90167	14	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Astragalus	Astragalus chinensis
90209	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Astragalus	Astragalus polycladus
90449	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Vesper	Vesper montanus
90451	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Diplolophium	Diplolophium somaliense
90570	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus	Phaseolus nelsonii
90605	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Micranthes	Micranthes nidifica
90614	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Micranthes	Micranthes stellaris
90639	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Globularia	Globularia nudicaulis
90897	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer echinospermum
90898	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer reticulatum
90899	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer bijugum
91065	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Aeonium	Aeonium goochiae
91066	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Aeonium	Aeonium percarneum
91067	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Aeonium	Aeonium tabuliforme
91068	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Aeonium	Aeonium undulatum
91069	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Aeonium	Aeonium vestitum
91070	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Aeonium	Aeonium canariense
91072	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Aichryson	Aichryson punctatum
91092	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Aeonium	Aeonium aureum
91113	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Orostachys	Orostachys fimbriata
91146	13	species	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Sedum	Sedum sarmentosum
91198	26	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium macrostemon
91201	8	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Gastrodia	Gastrodia elata
91225	4	species	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Juglandaceae	Pterocarya	Pterocarya stenoptera
91242	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Conyza	Conyza bonariensis
91246	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron acris
91248	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron annuus
91287	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron pulchellus
91532	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Linanthus	Linanthus caespitosus
91533	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon acicularis
91534	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon ambiguus
91535	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon androsaceus
91537	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon aureus
91538	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon aureus
91539	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon bicolor
91540	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon bolanderi
91541	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon breviculus
91542	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon filipes
91543	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon floribundus
91544	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon harknessii
91546	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon jepsonii
91547	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Linanthus	Linanthus jonesii
91548	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Linanthus	Linanthus laxus
91549	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon melingii
91550	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon montanus
91551	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon pachyphyllus
91552	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon parviflorus
91553	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Linanthus	Linanthus pusillus
91555	1	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon pygmaeus
91556	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon rattanii
91557	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	Leptosiphon septentrionalis
91558	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox	Phlox diffusa
92052	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Ferula	Ferula kokanica
92055	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Turgeniopsis	Turgeniopsis foeniculacea
92718	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer yamashitae
92719	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer judaicum
92720	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer cuneatum
92907	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	Cirsium vulgare
92910	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Echinops	Echinops sphaerocephalus
92911	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Galactites	Galactites tomentosa
92913	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Notobasis	Notobasis syriaca
92917	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Picnomon	Picnomon acarna
92919	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Ptilostemon	Ptilostemon afer
92921	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Silybum	Silybum marianum
92923	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tyrimnus	Tyrimnus leucographus
92927	13	species	Viridiplantae	Streptophyta	Magnoliopsida	Chloranthales	Chloranthaceae	Sarcandra	Sarcandra glabra
93014	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Cypella	Cypella herbertii
93015	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Dietes	Dietes bicolor
93016	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Dietes	Dietes butcheriana
93017	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Dietes	Dietes flavida
93018	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Dietes	Dietes iridioides
93020	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Diplarrena	Diplarrena latifolia
93022	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Moraea	Moraea setifolia
93025	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Iris	Iris orientalis (in: monocots)
93026	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Iris	Iris spuria
93027	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Libertia	Libertia peregrinans
93028	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Moraea	Moraea aristata
93029	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Neomarica	Neomarica gracilis
93031	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Iris	Iris x norrisii
93036	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Poa	Poa annua
93147	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Moraea	Moraea vegeta
93608	13	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Berberidaceae	Sinopodophyllum	Sinopodophyllum hexandrum
93611	11	species	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Berberidaceae	Dysosma	Dysosma versipellis
93813	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Chimaphila	Chimaphila maculata
93824	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	Pyrola chlorantha
93977	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus	Osmanthus fragrans
94007	25	species	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Cnidium	Cnidium monnieri
94219	15	species	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium	Dendrobium nobile
94283	6	varietas	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Codonopsis	Codonopsis pilosula
94284	8	subspecies	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Codonopsis	Codonopsis pilosula
94286	58	species	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Platycodon	Platycodon grandiflorus
94327	15	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Alpinia	Alpinia galanga
94328	21	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber	Zingiber officinale
94380	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Roscoea	Roscoea tumjensis
94429	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Gentianaceae	Curtia	Curtia tenuifolia
94431	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Gentianaceae	Voyriella	Voyriella parviflora
95392	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Draba	Draba fladnizensis
95638	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Tepuia	Tepuia cardonae
96050	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Phalaris	Phalaris arundinacea
96455	8	species	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	Persicaria tinctoria
96480	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Malva	Malva pusilla
97006	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium alexandrinum
97007	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium alpestre
97008	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium alpinum
97009	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium angustifolium
97010	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium argutum
97011	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium baccarinii
97012	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium badium
97013	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium bilineatum
97014	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium boissieri
97015	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium campestre
97016	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium clusii
97017	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium clypeatum
97018	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium constantinopolitanum
97019	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium dasyurum
97020	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium diffusum
97021	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium dubium
97022	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium echinatum
97023	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium fragiferum
97024	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium grandiflorum
97025	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium lappaceum
97026	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium leucanthum
97027	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium lucanicum
97028	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium medium
97029	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium ochroleucon
97031	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium pallidum
97032	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium pannonicum
97033	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium pseudostriatum
97034	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium purpureum
97035	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium purseglovei
97036	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium resupinatum
97037	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium rubens
97038	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium rueppellianum
97039	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium scabrum
97040	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium scutatum
97041	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium spumosum
97042	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium stellatum
97043	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium striatum
97044	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium strictum
97045	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium tembense
97046	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium usambarense
97047	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium vesiculosum
97048	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trigonella	Trigonella gladiata
97049	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trigonella	Trigonella spinosa
97168	2	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies holophylla
97170	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies koreana
97171	1	species	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies nephrolepis
97305	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus buergeriana
97319	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus japonica
97361	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Hordeum	Hordeum murinum
97415	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Viola	Viola arvensis
97420	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Viola	Viola calcarata
97441	9	species	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Viola	Viola odorata
97723	13	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Alpinia	Alpinia zerumbet
97736	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Cautleya	Cautleya gracilis
97746	7	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Hedychium	Hedychium flavescens
97749	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Kaempferia	Kaempferia elegans
97750	9	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Kaempferia	Kaempferia galanga
97751	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Kaempferia	Kaempferia parviflora
97754	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Kaempferia	Kaempferia rotunda
97782	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Roscoea	Roscoea cautleyoides
97783	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Roscoea	Roscoea purpurea
97858	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine cheotaiyienii
97859	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella changhuaensis
97860	5	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella fumarioides
97861	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella guangdongensis
97862	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella hunanensis
97863	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella lichuanensis
97864	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella paradoxa
97865	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella rupicola
97866	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella shuangpaiensis
97867	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella sinuata
97868	1	varietas	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella sinuata
97870	1	varietas	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella sinuata
97871	2	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella warburgii
97872	1	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Hilliella	Hilliella yixianensis
97873	3	species	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Yinshania	Yinshania acutangula
