2708	10
2709	6
2711	45
3240	39
3258	14
3262	11
3277	4
3281	1
3289	1
3300	9
3301	9
3302	9
3304	2
3305	5
3311	12
3316	27
3317	7
3320	1
3324	1
3326	9
3327	7
3330	6
3331	1
3332	3
3333	4
3334	1
3335	5
3339	4
3340	1
3341	2
3342	2
3343	1
3345	3
3348	3
3349	8
3350	7
3351	1
3352	3
3355	2
3357	3
3359	11
3366	3
3369	5
3371	7
3381	5
3382	10
3383	3
3389	14
3390	2
3391	2
3396	26
3397	29
3407	2
3412	2
3415	3
3419	5
3420	1
3422	2
3423	1
3426	2
3429	19
3430	11
3431	7
3435	6
3436	4
3438	2
3442	2
3444	9
3447	14
3449	17
3451	10
3453	3
3454	3
3457	2
3460	7
3464	2
3467	5
3469	21
3472	2
3476	1
3477	2
3480	7
3483	57
3485	5
3486	28
3489	24
3490	18
3492	9
3494	83
3496	4
3498	161
3501	38
3505	39
3507	9
3508	9
3510	5
3512	4
3513	1
3516	9
3517	29
3518	1
3523	7
3527	43
3528	16
3530	51
3533	12
3535	1
3538	24
3541	19
3544	1
3548	11
3551	10
3552	5
3553	6
3557	1
3559	214
3560	10
3562	19
3565	48
3567	28
3570	8
3572	24
3575	25
3580	19
3583	9
3586	1
3589	4
3592	15
3595	1
3597	3
3605	1
3607	1
3610	16
3617	61
3619	5
3621	7
3625	19
3627	11
3631	12
3634	25
3635	82
3636	3
3638	28
3641	7
3645	2
3649	12
3652	18
3654	32
3656	48
3657	1
3658	1
3659	29
3661	4
3662	17
3663	24
3668	117
3670	43
3672	4
3673	22
3674	25
3677	21
3685	6
3690	2
3691	14
3693	1
3694	3
3696	13
3702	26
3704	4
3707	23
3708	54
3710	36
3711	24
3712	25
3713	117
3714	3
3715	6
3716	8
3717	1
3719	71
3721	2
3724	2
3726	5
3728	21
3730	24
3732	4
3735	111
3741	22
3743	50
3747	22
3750	30
3751	19
3752	5
3755	27
3756	1
3758	12
3759	123
3760	37
3765	9
3767	41
3770	1
3772	1
3795	2
3797	2
3799	2
3802	4
