AB000322	85472
AB000323	85473
AB000324	62329
AB000325	62329
AB000326	62329
AB000327	62329
AB000328	62329
AB000329	62329
AB000330	3617
AB000331	180217
AB000332	85474
AB000333	85475
AB000334	85476
AB000335	85477
AB000336	85478
AB000337	85479
AB000338	85479
AB000339	62330
AB000340	204002
AB000341	62331
AB000342	62331
AB002592	77554
AB002593	77554
AB002594	77554
AB002595	77554
AB002596	77554
AB002597	77556
AB002598	77556
AB002599	77556
AB002600	77556
AB002601	77556
AB002602	77556
AB002603	77553
AB002604	77553
AB002605	77553
AB002606	77553
AB002607	77553
AB002608	77553
AB002609	77553
AB002610	77553
AB002611	77558
AB002612	77558
AB002613	77558
AB002614	77558
AB002615	77558
AB002616	77558
AB002617	77555
AB002618	77555
AB002619	77555
AB002620	77555
AB002621	77555
AB002622	77561
AB002623	77561
AB002624	1622267
AB002625	77562
AB002626	77557
AB002627	77560
AB002628	77563
AB004936	73803
AB004937	73803
AB004938	73803
AB004939	73803
AB004940	73803
AB004941	50863
AB004942	50863
AB004943	50863
AB004944	50863
AB004945	50863
AB004946	246708
AB004947	246708
AB004948	246708
AB004949	246708
AB004950	246709
AB004951	246709
AB004952	50864
AB004953	50864
AB004954	50864
AB004955	50865
AB004956	50865
AB004957	50865
AB004958	50865
AB004959	50865
AB004960	50865
AB004961	50866
AB004962	50866
AB004963	50867
AB004964	246710
AB004965	246710
AB004966	246710
AB004967	246710
AB004968	246710
AB004969	50869
AB004970	50869
AB004971	50869
AB004972	85362
AB004973	85362
AB004974	85362
AB004975	85362
AB004976	85362
AB004977	50870
AB004978	50870
AB004979	50870
AB004980	50870
AB004981	50870
AB004982	50870
AB004983	1905021
AB004984	1905021
AB004985	1905021
AB004986	1905021
AB004987	1905021
AB004988	1905021
AB004989	50875
AB004990	50875
AB004991	50875
AB004992	50875
AB004993	50875
AB004994	50875
AB004995	50875
AB004996	50875
AB004997	50877
AB004998	50877
AB004999	50877
AB005000	50877
AB005001	50877
AB005002	49189
AB005004	49189
AB005005	49189
AB005006	50881
AB005007	50881
AB005008	50881
AB005009	50881
AB005010	50884
AB005011	50884
AB005012	49190
AB005013	49190
AB005014	49190
AB005015	49190
AB005016	49190
AB005017	246712
AB005018	246712
AB005019	49286
AB005020	49286
AB005021	246713
AB005022	246713
AB011612	49648
AB011613	49648
AB011614	49648
AB011615	49648
AB011616	49648
AB011617	49648
AB011618	49648
AB011619	49648
AB011620	49648
AB011621	49648
AB011622	49648
AB011623	49648
AB011624	49648
AB011625	49648
AB011626	49650
AB011627	279738
AB011628	49651
AB013856	55605
AB013857	57122
AB013873	76001
AB018800	83858
AB018801	49666
AB018802	83859
AB018803	83860
AB018804	49668
AB018805	83861
AB018806	49670
AB018807	55185
AB018808	49675
AB018809	82477
AB018810	82480
AB018811	82482
AB018812	50545
AB018813	82485
AB018814	55186
AB018815	82487
AB018816	82490
AB018817	82492
AB018818	82493
AB018819	82494
AB018820	82495
AB018821	82496
AB018822	55187
AB018823	82497
AB018824	49676
AB018825	82504
AB018826	82471
AB019495	74635
AB019496	74637
AB019497	74646
AB019498	74647
AB019499	197613
AB019500	74650
AB019501	283339
AB019502	74652
AB019503	74653
AB019948	33113
AB019949	84168
AB019950	84169
AB019951	84170
AB019952	84171
AB019953	84172
AB019954	84173
AB019955	84174
AB019956	84175
AB019957	84176
AB019958	84177
AB019959	84178
AB019960	84179
AB019961	84180
AB019962	84181
AB019963	84182
AB019964	84183
AB019965	84184
AB019966	84185
AB019967	84186
AB019968	84187
AB019969	84188
AB019970	84189
AB019971	84190
AB019972	84191
AB019973	84192
AB019974	84193
AB019975	84194
AB019976	84195
AB019977	84196
AB019978	84197
AB019979	84198
AB019980	84199
AB019981	84200
AB019982	33124
AB019983	84201
AB019984	84202
AB019985	84203
AB019986	84204
AB020343	85361
AB020345	85361
AB020347	85361
AB020350	85361
AB020352	85438
AB020354	85438
AB020356	85438
AB020358	85438
AB020360	85361
AB020362	85362
AB020364	85362
AB020366	85362
AB020368	85362
AB020370	85363
AB020372	85363
AB020374	85363
AB020375	85439
AB020376	3444
AB020420	4692
AB020421	85378
AB020422	82332
AB020423	85366
AB020424	85376
AB020425	82329
AB020426	85367
AB020427	83808
AB020428	83807
AB020429	79008
AB020430	82327
AB020431	85375
AB020432	84056
AB020433	82331
AB020434	82328
AB020435	84054
AB020436	84055
AB020437	82326
AB020438	84058
AB020439	84053
AB020440	84049
AB020441	85365
AB020442	2883935
AB020443	85371
AB020444	82324
AB020445	85374
AB020446	82323
AB020447	84052
AB020448	79006
AB020449	85377
AB020450	79007
AB020451	79001
AB020452	85368
